Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Just Dance 2015,PS3,2014,Misc,Ubisoft,0.13,0.08,0,0.04,0.25,,,6.8,4,Ubisoft,E10+
Just Dance 2016,Wii,2015,Misc,Ubisoft,0.41,0.46,0,0.08,0.95,,,,,Ubisoft,E10+
Just Dance 2016,WiiU,2015,Misc,Ubisoft,0.27,0.25,0,0.05,0.57,73,7,6.9,11,Ubisoft,E10+
Just Dance 2016,PS4,2015,Misc,Ubisoft,0.17,0.13,0,0.06,0.36,73,10,6.8,20,Ubisoft,E10+
Just Dance 2016,XOne,2015,Misc,Ubisoft,0.25,0.04,0,0.03,0.32,66,10,6.1,18,Ubisoft,E10+
Just Dance 2016,X360,2015,Misc,Ubisoft,0.23,0.05,0,0.03,0.32,,,6,5,Ubisoft,E10+
Just Dance 2016,PS3,2015,Misc,Ubisoft,0.1,0.06,0,0.03,0.19,,,4.2,6,Ubisoft,E10+
Hasbro Family Fun Pack,XOne,2015,Misc,Ubisoft,0.1,0.02,0,0.01,0.13,,,,,Ubisoft,E10+
Rocksmith 2014 Edition Remastered,PS4,2016,Misc,Ubisoft,0.01,0,0,0,0.02,,,7.8,5,Ubisoft,T
Rocksmith 2014 Edition Remastered,XOne,2016,Misc,Ubisoft,0.01,0,0,0,0.01,,,,,Ubisoft,T
Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,0.03,0,0,0,0.03,,,,,Various,T
Hasbro Family Game Night Fun Pack,Wii,2011,Misc,Electronic Arts,0.1,0,0,0.01,0.11,,,,,Virtuos,E
Monopoly Collection,Wii,2011,Misc,Electronic Arts,0.02,0.07,0,0.01,0.09,,,,,Virtuos,E
The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,0.21,0.04,0,0.02,0.28,,,,,Land Ho!,E
Wii Play: Motion,Wii,2011,Misc,Nintendo,0.23,0.42,0.18,0.09,0.92,60,34,6.1,16,Nintendo,E10+
Nintendo Land,WiiU,2012,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77,61,7.9,471,Nintendo,E10+
Casino Chaos With Las Vegas Players Collection,PC,2011,Misc,THQ,0.03,0,0,0,0.03,,,,,ValuSoft,T
Zumba Fitness Core,Wii,2012,Misc,505 Games,0,0.06,0,0.01,0.06,,,,,Zoe Mode,E10+
Zumba Fitness Core,X360,2012,Misc,505 Games,0,0.05,0,0,0.05,77,6,6.7,6,Zoe Mode,E10+
Zumba Fitness: World Party,XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0,0.02,0.24,73,5,6.2,40,Zoe Mode,E
Zumba Fitness: World Party,Wii,2013,Misc,Majesco Entertainment,0.11,0.1,0,0.02,0.22,,,,,Zoe Mode,E
Grease Dance,X360,2011,Misc,505 Games,0.11,0.03,0,0.01,0.16,,,,,505 Games,T
Grease Dance,PS3,2011,Misc,505 Games,0.05,0.02,0,0.01,0.07,,,,,505 Games,T
We Sing UK Hits,Wii,2011,Misc,Nordic Games,0,0.13,0,0.02,0.15,,,,,Le Cortex,T
Rare Replay,XOne,2015,Misc,Microsoft Game Studios,0.49,0.22,0.01,0.07,0.79,84,75,7.7,325,Rare Ltd.,M
Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0,0,0.06,0.93,39,5,5.6,8,Activision,E10+
Cabela's Adventure Camp,PS3,2011,Misc,Activision,0.06,0.03,0,0.02,0.11,,,,,Activision,E
Cabela's Adventure Camp,X360,2011,Misc,Activision,0.07,0.02,0,0.01,0.1,,,,,Activision,E
Guitar Hero Live,X360,2015,Misc,Activision,0.13,0.08,0,0.02,0.23,,,5.5,19,Activision,T
Squinkies,DS,2011,Misc,Activision,0.26,0.02,0,0.02,0.3,,,,,Human Soft,E
The Price is Right: Decades,Wii,2011,Misc,Ubisoft,0.11,0,0,0.01,0.12,,,,,Ludia Inc.,E10+
The Price is Right: Decades,X360,2011,Misc,Ubisoft,0.11,0,0,0.01,0.11,,,,,Ludia Inc.,E10+
Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision,0.37,0.96,0,0.21,1.54,,,,,Mind Candy,E
SpongeBob SquigglePants,Wii,2011,Misc,THQ,0.35,0.02,0,0.03,0.4,59,12,,,WayForward,E
SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,0.13,0.05,0,0.02,0.19,64,8,6,8,WayForward,E
Ben 10 Triple Pack,DS,2011,Misc,D3Publisher,0.12,0.11,0,0.02,0.25,,,,,D3Publisher,E10+
Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5,78,60,7.8,113,Indies Zero,E10+
Theatrhythm Final Fantasy: Curtain Call,3DS,2014,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37,83,52,8.2,66,Indies Zero,T
You Don't Know Jack,DS,2011,Misc,THQ,0.06,0,0,0,0.06,,,,,Jellyvision,T
BIT.TRIP SAGA,3DS,2011,Misc,Rising Star Games,0.09,0.04,0,0.01,0.14,75,21,7.8,24,Gaijin Games,E
BIT.TRIP COMPLETE,Wii,2011,Misc,Rising Star Games,0.06,0.02,0,0.01,0.09,84,19,8.7,18,Gaijin Games,E
Monster High: Ghoul Spirit,DS,2011,Misc,THQ,0.69,0.16,0,0.07,0.92,,,,,ImaginEngine,E
Cabela's Adventure Camp,Wii,2011,Misc,Activision,0.14,0.02,0,0.02,0.17,,,,,Cauldron Ltd.,E
Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.08,0.02,0.02,0.01,0.13,38,58,2.4,92,From Software,M
Fortune Street,Wii,2011,Misc,Nintendo,0.25,0.03,0.17,0.02,0.48,68,42,7.5,24,Marvelous AQL,E
Just Dance 4,WiiU,2012,Misc,Ubisoft,0.21,0.13,0,0.03,0.37,66,14,7.8,37,Ubisoft Paris,E10+
Rabbids Land,WiiU,2012,Misc,Ubisoft,0.01,0.01,0,0,0.03,52,26,5.2,29,Ubisoft Paris,E10+
Just Dance 2017,Wii,2016,Misc,Ubisoft,0.06,0.11,0,0.01,0.18,,,,,Ubisoft Paris,E10+
Just Dance 2017,WiiU,2016,Misc,Ubisoft,0.03,0.06,0,0.01,0.09,,,,,Ubisoft Paris,E10+
Just Dance 2017,PS3,2016,Misc,Ubisoft,0.01,0.03,0,0.01,0.05,,,,,Ubisoft Paris,E10+
Just Dance 2017,XOne,2016,Misc,Ubisoft,0.03,0,0,0,0.04,75,5,8,6,Ubisoft Paris,E10+
Just Dance 2017,X360,2016,Misc,Ubisoft,0.02,0.02,0,0,0.04,,,,,Ubisoft Paris,E10+
Just Dance 2017,PS4,2016,Misc,Ubisoft,0.02,0,0,0.01,0.03,73,12,,,Ubisoft Paris,E10+
Beastly,Wii,2011,Misc,Unknown,0.03,0,0,0,0.03,,,,,Visual Impact,E10+
Sing Party,WiiU,2012,Misc,Nintendo,0.13,0.12,0,0.02,0.27,60,21,5.4,18,FreeStyleGames,E10+
Guitar Hero Live,PS4,2015,Misc,Activision,0.34,0.38,0,0.14,0.86,80,69,6.2,160,FreeStyleGames,T
Guitar Hero Live,XOne,2015,Misc,Activision,0.3,0.2,0,0.05,0.55,81,21,5.1,69,FreeStyleGames,T
Karaoke Revolution Glee: Volume 3,Wii,2011,Misc,Konami Digital Entertainment,0.23,0.04,0,0.02,0.29,,,,,Hijinx Studios,T
Karaoke Revolution Glee: Volume 3,X360,2011,Misc,Konami Digital Entertainment,0.13,0,0,0.01,0.14,,,,,Hijinx Studios,T
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,0.09,0.05,0.15,0.04,0.33,80,55,8.1,235,Spike Chunsoft,M
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,0.08,0.05,0,0.04,0.17,81,50,8.7,140,Spike Chunsoft,M
The Black Eyed Peas Experience,Wii,2011,Misc,Ubisoft,0.37,0.19,0,0.06,0.61,,,,,Ubisoft Quebec,T
Atari Flashback Classics: Volume 1,PS4,2016,Misc,Atari,0.02,0,0,0,0.03,,,,,"Atari, Atari SA",E
Atari Flashback Classics: Volume 2,PS4,2016,Misc,Atari,0.02,0,0,0,0.02,,,,,"Atari, Atari SA",E
Atari Flashback Classics: Volume 1,XOne,2016,Misc,Atari,0.02,0,0,0,0.02,,,,,"Atari, Atari SA",E
Atari Flashback Classics: Volume 2,XOne,2016,Misc,Atari,0.02,0,0,0,0.02,,,,,"Atari, Atari SA",E
Family Game Night 4: The Game Show,Wii,2011,Misc,Electronic Arts,0.12,0.03,0,0.01,0.16,,,,,Electronic Arts,E
Trivial Pursuit: Bet You Know It,Wii,2011,Misc,Electronic Arts,0.09,0.04,0,0.01,0.15,,,,,Electronic Arts,T
Family Game Night 4: The Game Show,PS3,2011,Misc,Electronic Arts,0.08,0.02,0,0.01,0.11,,,,,Electronic Arts,E
Rock Band Country Track Pack 2,Wii,2011,Misc,MTV Games,0.08,0,0,0.01,0.09,,,,,Electronic Arts,E10+
Family Game Night 4: The Game Show,X360,2011,Misc,Electronic Arts,0.07,0,0,0.01,0.08,,,,,Electronic Arts,E
Rock Band Country Track Pack 2,PS3,2011,Misc,MTV Games,0.07,0,0,0.01,0.07,,,,,Electronic Arts,E10+
Hasbro Family Game Night Fun Pack,X360,2011,Misc,Electronic Arts,0.06,0,0,0,0.07,,,,,Electronic Arts,E
Rock Band Country Track Pack 2,X360,2011,Misc,MTV Games,0.04,0,0,0,0.05,,,,,Electronic Arts,E10+
Mahjong 3D: Warriors of the Emperor,3DS,2011,Misc,DTP Entertainment,0,0.04,0,0,0.05,,,,,Engine Software,E
Disney Princess: Enchanting Storybooks,Wii,2011,Misc,THQ,0.25,0.1,0,0.03,0.39,,,,,Page 44 Studios,E
Pictionary: Ultimate Edition,X360,2011,Misc,THQ,0.16,0.05,0,0.02,0.24,53,4,,,Page 44 Studios,E
Pictionary: Ultimate Edition,PS3,2011,Misc,THQ,0.15,0.06,0,0.03,0.24,62,4,,,Page 44 Studios,E
Disney Princess: Enchanting Storybooks,DS,2011,Misc,THQ,0.07,0.03,0,0.01,0.12,,,,,Page 44 Studios,E
Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,0.09,0.09,0.01,0.04,0.23,83,65,7.8,85,Q Entertainment,E
Deepak Chopra's Leela,Wii,2011,Misc,THQ,0.1,0.01,0,0.01,0.12,,,,,Curious Pictures,E
Deepak Chopra's Leela,X360,2011,Misc,THQ,0.07,0.04,0,0.01,0.12,,,3.5,4,Curious Pictures,E
100 Classic Games,DS,2011,Misc,Rondomedia,0,0.03,0,0,0.04,,,,,Easy Interactive,
Pokemon Art Academy ,3DS,2014,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49,76,22,7.7,19,Headstrong Games,E
Art Academy: Home Studio,WiiU,2015,Misc,Nintendo,0,0,0.01,0,0.01,82,9,8.3,20,Headstrong Games,E
Dance on Broadway,PS3,2011,Misc,Ubisoft,0.05,0.03,0,0.01,0.09,,,,,Longtail Studios,E10+
Patapon 3,PSP,2011,Misc,Sony Computer Entertainment,0.05,0.03,0.17,0.02,0.27,74,41,7.2,35,SCE Japan Studio,E
Michael Jackson: The Experience,X360,2011,Misc,Ubisoft,0.62,0.18,0,0.07,0.87,63,31,6.8,29,Ubisoft Montreal,E10+
Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,0.25,0.19,0,0.08,0.52,66,11,8.4,16,Ubisoft Montreal,E10+
Shape Up,XOne,2014,Misc,Ubisoft,0.08,0.09,0,0.01,0.18,58,6,8.3,28,Ubisoft Montreal,E
Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,0.09,0.04,0.15,0.04,0.32,76,51,8.6,83,"Atlus, Dingo Inc.",T
Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0,0.04,0.23,66,25,5.2,5,Magic Pixel Games,E
Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.62,0.64,0.55,0.11,1.92,57,47,6.3,117,"Nintendo, Nd Cube",E
Mario Party 10,WiiU,2015,Misc,Nintendo,0.69,0.53,0.24,0.12,1.58,66,66,6.5,279,"Nintendo, Nd Cube",E
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,0.19,0.11,0.09,0.03,0.41,46,20,4.4,173,"Nintendo, Nd Cube",E
Mario Party: Star Rush,3DS,2016,Misc,Nintendo,0.08,0.13,0.08,0.02,0.3,68,37,6.8,16,"Nintendo, Nd Cube",E
Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,0.03,0.01,0,0,0.04,,,,,Bandai Namco Games,E
thinkSMART: Chess for Kids,DS,2011,Misc,Mentor Interactive,0.01,0,0,0,0.01,,,,,Mentor Interactive,E
Go Vacation,Wii,2011,Misc,Namco Bandai Games,0.42,0.65,0.33,0.14,1.53,64,28,7.8,13,Namco Bandai Games,E10+
Pac-Man Party 3D,3DS,2011,Misc,Namco Bandai Games,0.09,0.04,0,0.01,0.15,43,11,5.4,11,Namco Bandai Games,E
Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0,0,0,0.04,,,6.3,4,Neko Entertainment,E
Yoostar2,PS3,2011,Misc,Unknown,0.04,0.04,0,0.02,0.1,54,15,,,Blitz Games Studios,T
Jillian Michaels' Fitness Adventure,X360,2011,Misc,505 Games,0.17,0.02,0,0.01,0.2,,,,,"MicroProse, n-Space",E
Family Feud: 2012 Edition,Wii,2011,Misc,Ubisoft,0.17,0,0,0.01,0.19,,,,,"Ubisoft, Ludia Inc.",E10+
Carnival Games: Wild West 3D,3DS,2011,Misc,Take-Two Interactive,0.06,0.02,0,0.01,0.09,,,,,Take-Two Interactive,E10+
Victorious: Hollywood Arts Debut,DS,2011,Misc,D3Publisher,0.13,0.01,0,0.01,0.15,,,,,Behaviour Interactive,E
Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games,0.06,0.03,0,0.01,0.1,,,,,Behaviour Interactive,E10+
Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,0.09,0.01,0,0.01,0.1,,,5.1,8,Behaviour Interactive,E10+
Alvin and the Chipmunks: Chipwrecked,Wii,2011,Misc,505 Games,0.07,0.01,0,0.01,0.09,,,,,Behaviour Interactive,E10+
Moshi Monsters: Moshlings Theme Park,DS,2012,Misc,Activision,0.03,0.33,0,0.04,0.4,,,,,Black Lantern Studios,E
Moshi Monsters: Moshlings Theme Park,3DS,2012,Misc,Activision,0.13,0.13,0,0.03,0.28,,,,,Black Lantern Studios,E
Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.73,0.43,0.02,0.17,2.35,73,33,2.9,67,Frontier Developments,E10+
Country Dance,Wii,2011,Misc,Funbox Media,0.58,0.04,0,0.05,0.66,,,,,High Voltage Software,E10+
Country Dance 2,Wii,2011,Misc,GameMill Entertainment,0.43,0,0,0.03,0.45,,,,,High Voltage Software,E10+
Nickelodeon Dance,Wii,2011,Misc,Take-Two Interactive,0.21,0.01,0,0.01,0.24,,,,,High Voltage Software,E
Nickelodeon Dance,X360,2011,Misc,Take-Two Interactive,0.08,0.02,0,0.01,0.11,,,,,High Voltage Software,E
Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.45,0.41,0.01,0.16,2.04,86,56,8.2,63,Harmonix Music Systems,T
Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.57,0.18,0,0.06,0.81,86,43,8,45,Harmonix Music Systems,T
Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0,0,0.19,74,19,7,47,Harmonix Music Systems,T
Fantasia: Music Evolved,XOne,2014,Misc,Disney Interactive Studios,0.11,0.03,0,0.01,0.15,77,48,7.5,67,Harmonix Music Systems,E10+
Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.06,0.01,0,0.01,0.07,,,7,7,Harmonix Music Systems,E10+
Rock Band 4,XOne,2015,Misc,Harmonix Music Systems,0.38,0.04,0,0.05,0.47,79,27,6.4,54,Harmonix Music Systems,T
Rock Band 4,PS4,2015,Misc,Harmonix Music Systems,0.26,0.05,0,0.07,0.38,78,51,6.3,87,Harmonix Music Systems,T
Twister Mania,X360,2011,Misc,505 Games,0.1,0.01,0,0.01,0.13,,,,,"Majesco Games, Majesco",E
Project Spark,XOne,2014,Misc,Microsoft Game Studios,0.11,0.05,0,0.02,0.17,73,26,7,151,Microsoft Game Studios,E10+
Minute to Win It,X360,2011,Misc,Zoo Games,0.3,0,0,0.02,0.32,,,,,Smack Down Productions,E
Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0,0.04,0.52,79,26,6.9,22,Double Fine Productions,E
We Dance,Wii,2011,Misc,Nordic Games,0,0.13,0,0.02,0.15,,,,,Nordic Games Publishing,
Moxie Girlz,DS,2011,Misc,GameMill Entertainment,0.07,0,0,0,0.07,,,,,1st Playable Productions,E
Guitar Hero Live,PS3,2015,Misc,Activision,0.11,0.12,0,0.04,0.27,,,5.1,22,"Activision, FreeStyleGames",T
Guitar Hero Live,WiiU,2015,Misc,Activision,0.12,0.05,0,0.02,0.19,84,4,6.1,36,"Activision, FreeStyleGames",T
Rio,Wii,2011,Misc,THQ,0.13,0.03,0,0.01,0.18,,,,,Eurocom Entertainment Software,E10+
Rio,PS3,2011,Misc,THQ,0.04,0.07,0,0.02,0.14,65,8,,,Eurocom Entertainment Software,E10+
Rio,X360,2011,Misc,THQ,0.05,0.03,0,0.01,0.09,60,16,7,7,Eurocom Entertainment Software,E10+
PlayStation VR Worlds,PS4,2016,Misc,Sony Computer Entertainment,0.06,0.14,0.02,0.04,0.25,59,48,7.1,73,Sony Interactive Entertainment,M
You Don't Know Jack,Wii,2011,Misc,THQ,0.19,0,0,0.01,0.21,81,5,7.7,6,"Jellyvision, Iron Galaxy Studios",T
You Don't Know Jack,X360,2011,Misc,THQ,0.19,0,0,0.01,0.21,82,23,7.9,29,"Jellyvision, Iron Galaxy Studios",T
You Don't Know Jack,PS3,2011,Misc,THQ,0.16,0,0,0.01,0.18,82,11,7.3,18,"Jellyvision, Iron Galaxy Studios",T
Battle vs. Chess,X360,2011,Misc,TopWare Interactive,0,0.02,0,0,0.03,,,,,"Targem Games, TopWare Interactive",T
Just Dance: Disney Party,X360,2012,Misc,Ubisoft,0.13,0.02,0,0.02,0.16,,,,,"Disney Interactive Studios, Land Ho!",E
Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,0.01,0.1,0,0.01,0.12,,,,,"Disney Interactive Studios, Land Ho!",E
Pinkalicious,DS,2011,Misc,GameMill Entertainment,0.25,0,0,0.02,0.27,,,,,"GameMill Publishing, 1st Playable Productions",E
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.09,1.31,0.62,0.31,4.33,,,,,,
Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Action,Activision,0.32,0.08,0,0.03,0.44,,,,,,
Sengoku Musou 3 Z,PS3,2011,Action,Ackkstudios,0,0,0.33,0,0.33,,,,,,
Kung Fu Panda 2,X360,2011,Action,THQ,0.16,0.06,0,0.02,0.25,,,,,,
Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,Action,Konami Digital Entertainment,0,0,0.24,0,0.24,,,,,,
Puss in Boots,X360,2011,Action,THQ,0.2,0.02,0,0.02,0.23,,,,,,
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,Namco Bandai Games,0,0,0.22,0,0.22,,,,,,
Danball Senki Boost,PSP,2011,Action,Level 5,0,0,0.22,0,0.22,,,,,,
Sengoku Basara 3 Utage,PS3,2011,Action,Capcom,0,0,0.22,0,0.22,,,,,,
Kung Fu Panda 2,DS,2011,Action,THQ,0.15,0.05,0,0.02,0.22,,,,,,
Transformers: Dark of the Moon,3DS,2011,Action,Activision,0.16,0.04,0,0.02,0.21,,,,,,
SpongeBob's Surf & Skate Roadtrip,X360,2011,Action,THQ,0.15,0.03,0,0.01,0.19,,,,,,
Biohazard: Revival Selection,PS3,2011,Action,Capcom,0,0,0.18,0,0.18,,,,,,
Transformers: Dark of the Moon,Wii,2011,Action,Activision,0.09,0.06,0,0.02,0.17,,,,,,
Sengoku Basara: Chronicle Heroes,PSP,2011,Action,Capcom,0,0,0.16,0,0.16,,,,,,
Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011,Action,Marvelous Interactive,0,0,0.16,0,0.16,,,,,,
Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,0,0,0.14,0,0.14,,,,,,
Kenka Banchou 5: Otoko no Housoku,PSP,2011,Action,Spike,0,0,0.14,0,0.14,,,,,,
Earth Defense Force 2: Invaders from Planet Space,PSP,2011,Action,D3Publisher,0,0,0.14,0,0.14,,,,,,
Shinobido 2: Tales of the Ninja,PSV,2011,Action,Sony Computer Entertainment,0.04,0.05,0.02,0.02,0.14,,,,,,
Kung Fu Panda 2,Wii,2011,Action,THQ,0.07,0.05,0,0.01,0.13,,,,,,
Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0,0,0.13,0,0.13,,,,,,
All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,
Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,
Macross Triangle Frontier,PSP,2011,Action,Namco Bandai Games,0,0,0.12,0,0.12,,,,,,
SpongeBob's Surf & Skate Roadtrip,DS,2011,Action,THQ,0.1,0.01,0,0.01,0.12,,,,,,
Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,0,0.09,0,0.02,0.11,,,,,,
Happy Feet Two,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0,0.01,0.11,,,,,,
Shin Sangoku Musou 6 Special,PSP,2011,Action,Tecmo Koei,0,0,0.11,0,0.11,,,,,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011,Action,THQ,0.07,0.03,0,0.01,0.11,,,,,,
Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,0,0.04,0.06,0.01,0.11,,,,,,
Busou Shinki: Battle Masters Mk. 2,PSP,2011,Action,Konami Digital Entertainment,0,0,0.11,0,0.11,,,,,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,0.06,0.03,0,0.01,0.1,,,,,,
Metal Gear Solid HD Edition,PS3,2011,Action,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,
Harry Potter and the Deathly Hallows - Part 2,PC,2011,Action,Electronic Arts,0.05,0.04,0,0.01,0.1,43,12,5,56,,
Kung Fu Panda 2,PS3,2011,Action,THQ,0.04,0.04,0,0.01,0.09,,,,,,
No More Heroes: Red Zone,PS3,2011,Action,Marvelous Interactive,0,0,0.09,0,0.09,,,,,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,2011,Action,THQ,0.04,0.03,0,0.01,0.08,,,,,,
Kaijuu Busters Powered,DS,2011,Action,Namco Bandai Games,0,0,0.08,0,0.08,,,,,,
Super Sentai Battle: Ranger Cross,Wii,2011,Action,Namco Bandai Games,0,0,0.08,0,0.08,,,,,,
Sengoku Musou 3: Moushouden ,Wii,2011,Action,Ackkstudios,0,0,0.08,0,0.08,,,,,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,2011,Action,THQ,0.04,0.03,0,0.01,0.08,,,,,,
Order Up!!,PS3,2011,Action,Funbox Media,0.05,0.01,0,0.01,0.07,,,,,,
The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,0,0.05,0,0.01,0.06,,,,,,
Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,0,0,0.06,0,0.06,,,,,,
Warriors: Legends of Troy,X360,2011,Action,Tecmo Koei,0,0.04,0.01,0.01,0.06,,,,,,
GachiTora! Abarenbou Kyoushi in High School,PSP,2011,Action,Spike,0,0,0.05,0,0.05,,,,,,
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
Jewel Quest 5: The Sleepless Star,PC,2011,Action,Astragon,0.02,0.02,0,0.01,0.05,,,,,,
Zombi Daisuki,DS,2011,Action,ChunSoft,0,0,0.04,0,0.04,,,,,,
Castlevania: Lords of Shadow - Reverie,PS3,2011,Action,Konami Digital Entertainment,0.02,0,0,0.01,0.03,,,,,,
Biohazard: Revival Selection,X360,2011,Action,Capcom,0,0,0.03,0,0.03,,,,,,
Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,0.02,0,0,0,0.03,,,,,,
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Bunmei Haruka: Aoiza Ibunroku,PSP,2011,Action,FuRyu,0,0,0.02,0,0.02,,,,,,
Castlevania: Lords of Shadow - Reverie,X360,2011,Action,Konami Digital Entertainment,0.02,0,0,0,0.02,,,,,,
Meikyuu Cross Blood: Reloaded,X360,2011,Action,Unknown,0,0,0.02,0,0.02,,,,,,
Onechanbara Special,PSP,2011,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Timmy Time,DS,2011,Action,Avanquest,0,0.02,0,0,0.02,,,,,,
Nano Diver,PSP,2011,Action,Takara Tomy,0,0,0.02,0,0.02,,,,,,
Usavichi: Game no Jikan,DS,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Order Up!!,3DS,2011,Action,Funbox Media,0,0.01,0,0,0.01,,,,,,
Nintendogs and Cats Golden Retriever and New Friends,3DS,2011,Action,Nintendo,0,0.01,0,0,0.01,,,,,,
Epic Mickey 2: The Power of Two,Wii,2012,Action,Disney Interactive Studios,0.67,0.21,0,0.07,0.95,,,,,,
Twisted Metal (2012),PS3,2012,Action,Sony Computer Entertainment,0.67,0.07,0,0.08,0.81,,,,,,
The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,0.31,0.35,0,0.13,0.79,,,,,,
The Amazing Spider-Man (Console Version),X360,2012,Action,Activision,0.43,0.24,0,0.06,0.73,,,,,,
Ratchet & Clank Collection,PS3,2012,Action,Sony Computer Entertainment,0.47,0.13,0.02,0.1,0.72,,,,,,
Book of Spells,PS3,2012,Action,Sony Computer Entertainment,0.14,0.39,0,0.15,0.67,,,,,,
Dishonored,PC,2012,Action,Bethesda Softworks,0.26,0.19,0,0.06,0.51,,,,,,
Epic Mickey: Power of Illusion,3DS,2012,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49,,,,,,
Metal Gear Solid HD Edition,PSV,2012,Action,Konami Digital Entertainment,0.12,0.16,0.05,0.06,0.39,,,,,,
WipeOut 3 The Game,Wii,2012,Action,Activision,0.36,0,0,0.03,0.39,,,,,,
Batman: Arkham City,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.16,0.18,0,0.03,0.36,,,,,,
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,Nintendo,0,0,0.27,0,0.27,,,,,,
Ninja Gaiden Sigma,PSV,2012,Action,Tecmo Koei,0.1,0.05,0.04,0.03,0.23,,,,,,
Digimon World Re:Digitize,PSP,2012,Action,Namco Bandai Games,0,0,0.22,0,0.22,,,,,,
